name,state,pop
Fort Pierce Beauty Academy,FL,28.0
Full Sail University,FL,17205.0
George Stone Technical Center,FL,456.0
George T Baker Aviation Technical College,FL,649.0
Gulf Coast State College,FL,4379.0
Key College,FL,59.0
Hillsborough Community College,FL,24027.0
Hobe Sound Bible College,FL,233.0
Hollywood Institute of Beauty Careers,FL,79.0
Cortiva Institute-Florida,FL,187.0
Indian River State College,FL,14368.0
Sanford-Brown College-Tampa,FL,426.0
International Academy,FL,265.0
AI Miami International University of Art and Design,FL,2778.0
ITT Technical Institute-Tampa,FL,471.0
Jacksonville University,FL,3164.0
Jones College-Jacksonville,FL,490.0
Keiser University-Ft Lauderdale,FL,18018.0
Heritage Institute-Ft Myers,FL,738.0
La Belle Beauty School,FL,251.0
Florida Gateway College,FL,2170.0
Lake Technical College,FL,669.0
Lake-Sumter State College,FL,3677.0
Fort Myers Technical College,FL,630.0
Lively Technical Center,FL,907.0
Lindsey Hopkins Technical College,FL,716.0
Loraines Academy & Spa,FL,186.0
Luther Rice University & Seminary,GA,490.0
State College of Florida-Manatee-Sarasota,FL,9228.0
Manatee Technical College,FL,928.0
Manhattan Hairstyling Academy,FL,160.0
Traviss Career Center,FL,1115.0
Merryfield School of Pet Grooming,FL,181.0
Trinity International University-Florida,FL,230.0
Miami Lakes Educational Center and Technical College,FL,935.0
Miami Dade College,FL,61470.0
University of Miami,FL,10828.0
Orange Technical College-Mid Florida Campus,FL,1418.0
Beauty Schools of America-Miami,FL,575.0
Remington College-Tampa Campus,FL,151.0
Everest Institute-North Miami,FL,196.0
Academy of Palm Beach,FL,66.0
Lincoln College of Technology-West Palm Beach,FL,713.0
Paul Mitchell the School-Jacksonville,FL,133.0
North Florida Community College,FL,866.0
University of North Florida,FL,13884.0
Northwood University-Florida,FL,669.0
Nova Southeastern University,FL,4582.0
Northwest Florida State College,FL,5119.0
Everest University-North Orlando,FL,584.0
Orange Technical College-Orlando Campus,FL,377.0
Palm Beach Atlantic University,FL,2585.0
Palm Beach State College,FL,25217.0
Pasco-Hernando State College,FL,9184.0
Pensacola State College,FL,8304.0
Pinellas Technical College-Clearwater,FL,1233.0
Polk State College,FL,8990.0
Radford M Locklin Technical Center,FL,318.0
Saint Vincent de Paul Regional Seminary,FL,
Ridge Career Center,FL,664.0
Ringling College of Art and Design,FL,1216.0
Robert Morgan Educational Center and Technical College,FL,624.0
Rollins College,FL,2670.0
First Coast Technical College,FL,542.0
Saint Leo University,FL,11976.0
St Petersburg College,FL,28003.0
Pinellas Technical College-St. Petersburg,FL,1488.0
Santa Fe College,FL,13757.0
Suncoast Technical College,FL,346.0
Argosy University-Sarasota,FL,142.0
Seminole State College of Florida,FL,16515.0
Sheridan Technical College,FL,1465.0
Saint John Vianney College Seminary,FL,77.0
Saint Johns River State College,FL,5112.0
South Florida State College,FL,2128.0
University of South Florida-Main Campus,FL,30279.0
St Thomas University,FL,931.0
Stenotype Institute of Jacksonville Inc-Jacksonville,FL,164.0
Stetson University,FL,2821.0
Southeastern University,FL,2946.0
Benes International School of Beauty,FL,307.0
RIVEROAK Technical College,FL,145.0
Tallahassee Community College,FL,11995.0
Talmudic College of Florida,FL,46.0
Everest University-Tampa,FL,518.0
Everest University-Largo,FL,426.0
The University of Tampa,FL,6811.0
Taylor Technical Institute,FL,142.0
Tom P Haney Technical Center,FL,395.0
Trinity Baptist College,FL,352.0
Trinity College of Florida,FL,224.0
Fashion Focus Hair Academy,FL,67.0
Valencia College,FL,37634.0
Warner University,FL,1011.0
Florida Panhandle Technical College,FL,210.0
Webber International University,FL,687.0
Rasmussen College-Florida,FL,6309.0
The University of West Florida,FL,9794.0
Orange Technical College-Westside Campus,FL,541.0
William T McFatter Technical College,FL,1116.0
Orange Technical College-Winter Park Campus,FL,219.0
Withlacoochee Technical Institute,FL,267.0
Abraham Baldwin Agricultural College,GA,3244.0
Agnes Scott College,GA,802.0
Interactive College of Technology-Chamblee,GA,344.0
Interactive College of Technology-Morrow,GA,25.0
Albany Technical College,GA,3424.0
Darton State College,GA,5300.0
Albany State University,GA,3261.0
Andrew College,GA,295.0
Armstrong State University,GA,6162.0
The Art Institute of Atlanta,GA,2584.0
Georgia Career Institute,GA,552.0
Atlanta Technical College,GA,4017.0
Point University,GA,1399.0
Atlanta Metropolitan State College,GA,2850.0
Atlanta's John Marshall Law School,GA,
Atlanta School of Massage,GA,78.0
Clark Atlanta University,GA,2567.0
Augusta Technical College,GA,4114.0
Bainbridge State College,GA,2227.0
Bauder College,GA,398.0
Beauty College of America,GA,46.0
Berry College,GA,2065.0
Beulah Heights University,GA,451.0
Brenau University,GA,1581.0
Brewton-Parker College,GA,472.0
Brown College of Court Reporting,GA,208.0
College of Coastal Georgia,GA,2833.0
West Georgia Technical College,GA,5918.0
Carver Bible College,GA,88.0
Clayton  State University,GA,6064.0
Columbia Theological Seminary,GA,
Columbus Technical College,GA,3177.0
Columbus State University,GA,6715.0
Georgia Northwestern Technical College,GA,4806.0
Covenant College,GA,1066.0
Dalton State College,GA,4671.0
Pro Way Hair School,GA,141.0
South University-Savannah,GA,764.0
East Georgia State College,GA,2847.0
Emmanuel College,GA,727.0
Emory University,GA,7730.0
Georgia Highlands College,GA,5159.0
Fort Valley State University,GA,2172.0
Grady Health System Professional Schools,GA,60.0
Georgia Institute of Technology-Main Campus,GA,13996.0
Georgia Southwestern State University,GA,2415.0
Georgia College and State University,GA,5827.0
Georgia Southern University,GA,17232.0
Georgia State University,GA,24619.0
University of Georgia,GA,26738.0
Gordon State College,GA,3864.0
Southern Crescent Technical College,GA,4558.0
Gupton Jones College of Funeral Service,GA,162.0
Gwinnett College-Lilburn,GA,325.0
Gwinnett Technical College,GA,6854.0
Interdenominational Theological Center,GA,
Kennesaw State University,GA,23058.0
LaGrange College,GA,874.0
Lanier Technical College,GA,3382.0
Life University,GA,774.0
Chattahoochee Technical College,GA,9323.0
Herzing University-Atlanta,GA,341.0
Mercer University,GA,4418.0
Morehouse College,GA,2106.0
Morehouse School of Medicine,GA,
Moultrie Technical College,GA,1307.0
North Georgia Technical College,GA,2497.0
Oglethorpe University,GA,1064.0
Paine College,GA,841.0
Piedmont College,GA,1286.0
Portfolio Center,GA,81.0
Reinhardt University,GA,1317.0
Savannah Technical College,GA,4223.0
Savannah College of Art and Design,GA,8846.0
Savannah State University,GA,4659.0
Shorter University,GA,1449.0
South Georgia Technical College,GA,1472.0
The Creative Circus,GA,126.0
Spelman College,GA,2135.0
Southern Polytechnic State University,GA,5890.0
Southwest Georgia Technical College,GA,1151.0
Thomas University,GA,800.0
Toccoa Falls College,GA,807.0
Truett-McConnell College,GA,729.0
Wiregrass Georgia Technical College,GA,2842.0
Valdosta State University,GA,9235.0
Wesleyan College,GA,553.0
University of West Georgia,GA,9982.0
Young Harris College,GA,1180.0
Heald College-Honolulu,HI,1401.0
Chaminade University of Honolulu,HI,2017.0
University of Hawaii at Hilo,HI,3295.0
University of Hawaii at Manoa,HI,13667.0
Hawaii Institute of Hair Design,HI,81.0
Hawaii Pacific University,HI,4741.0
Honolulu Community College,HI,3261.0
Kapiolani Community College,HI,5764.0
Kauai Community College,HI,1212.0
Leeward Community College,HI,5789.0
University of Hawaii Maui College,HI,3302.0
Med-Assist School of Hawaii Inc,HI,92.0
World Medicine Institute,HI,
Travel Institute of the Pacific,HI,153.0
University of Hawaii-West Oahu,HI,2424.0
Windward Community College,HI,1782.0
Carrington College-Boise,ID,494.0
Boise Bible College,ID,172.0
Boise State University,ID,16206.0
Eastern Idaho Technical College,ID,538.0
Idaho State University,ID,9370.0
University of Idaho,ID,8162.0
The College of Idaho,ID,1113.0
Lewis-Clark State College,ID,3168.0
ITT Technical Institute-Boise,ID,274.0
Aveda Institute-Twin Falls,ID,67.0
Mr Leon's School of Hair Design-Moscow,ID,16.0
North Idaho College,ID,4749.0
Northwest Nazarene University,ID,1300.0
The School of Hairstyling,ID,34.0
Brigham Young University-Idaho,ID,23865.0
College of Southern Idaho,ID,4621.0
Adler University,IL,
Alvareitas College of Cosmetology-Edwardsville,IL,47.0
Alvareitas College of Cosmetology-Godfrey,IL,50.0
American Academy of Art,IL,365.0
School of the Art Institute of Chicago,IL,2783.0
Augustana College,IL,2469.0
Aurora University,IL,3199.0
Tricoci University of Beauty Culture-Urbana,IL,32.0
Southwestern Illinois College,IL,9287.0
Bethany Theological Seminary,IN,
Black Hawk College,IL,4250.0
Blackburn College,IL,578.0
Blessing Rieman College of Nursing,IL,234.0
Blessing Hospital School of Radiologic Technology,IL,20.0
Bradley University,IL,4585.0
Paul Mitchell the School-Bradley,IL,338.0
Cameo Beauty Academy,IL,109.0
Cannella School of Hair Design-Villa Park,IL,74.0
Cannella School of Hair Design-Chicago,IL,95.0
Cannella School of Hair Design-Elgin,IL,48.0
Empire Beauty School-Hanover Park,IL,76.0
Capri Beauty College,IL,92.0
Carl Sandburg College,IL,1591.0
Catholic Theological Union at Chicago,IL,
La James International College-East Moline,IL,17.0
Midwestern University-Downers Grove,IL,
The Chicago School of Professional Psychology at Chicago,IL,
Chicago State University,IL,3874.0
Chicago Theological Seminary,IL,
University of Chicago,IL,5729.0
City Colleges of Chicago-Kennedy-King College,IL,3836.0
City Colleges of Chicago-Malcolm X College,IL,4898.0
City Colleges of Chicago-Olive-Harvey College,IL,2992.0
City Colleges of Chicago-Harry S Truman College,IL,5523.0
City Colleges of Chicago-Richard J Daley College,IL,4271.0
City Colleges of Chicago-Harold Washington College,IL,8513.0
City Colleges of Chicago-Wilbur Wright College,IL,9067.0
Columbia College-Chicago,IL,8929.0
Concordia University-Chicago,IL,1491.0
Le Cordon Bleu College of Culinary Arts-Chicago,IL,1086.0
Coyne College,IL,611.0
Danville Area Community College,IL,2212.0
Tricoci University of Beauty Culture-Danville,IL,42.0
DePaul University,IL,15858.0
Cosmetology & Spa Academy,IL,177.0
College of DuPage,IL,20964.0
East-West University,IL,555.0
Eastern Illinois University,IL,7525.0
Elgin Community College,IL,8354.0
Elmhurst College,IL,2773.0
Eureka College,IL,652.0
First Institute Inc,IL,286.0
Fox College,IL,354.0
Garrett-Evangelical Theological Seminary,IL,
Gem City College,IL,51.0
Governors State University,IL,3557.0
Graham Hospital School of Nursing,IL,82.0
Greenville College,IL,1055.0
Hair Professionals Academy of Cosmetology,IL,239.0
Hair Professionals Career College,IL,80.0
Hair Professionals School of Cosmetology,IL,80.0
Harrington College of Design,IL,298.0
Hebrew Theological College,IL,404.0
Highland Community College,IL,1456.0
Rosalind Franklin University of Medicine and Science,IL,
University of Illinois at Chicago,IL,16635.0
Benedictine University,IL,3750.0
Illinois College of Optometry,IL,
University of Illinois at Urbana-Champaign,IL,31875.0
Illinois Wesleyan University,IL,1883.0
Illinois Central College,IL,7934.0
Illinois College,IL,948.0
Olney Central College,IL,833.0
Illinois Institute of Technology,IL,3046.0
Argosy University-Chicago,IL,245.0
Illinois State University,IL,18056.0
Illinois Valley Community College,IL,2769.0
Institute for Clinical Social Work,IL,
Sanford-Brown College-Chicago,IL,229.0
John A Logan College,IL,3664.0
The John Marshall Law School,IL,
John Wood Community College,IL,1577.0
Joliet Junior College,IL,12606.0
Judson University,IL,1051.0
Kankakee Community College,IL,2893.0
Kaskaskia College,IL,2654.0
Kendall College,IL,1452.0
Kishwaukee College,IL,3293.0
Knox College,IL,1376.0
Educators of Beauty College of Cosmetology-La Salle,IL,39.0
College of Lake County,IL,11061.0
Lake Forest College,IL,1600.0
Lake Forest Graduate School of Management,IL,
Lake Land College,IL,3701.0
Lakeview College of Nursing,IL,270.0
Lewis and Clark Community College,IL,4404.0
Lewis University,IL,4605.0
Lincoln Christian University,IL,553.0
Lincoln College,IL,1184.0
Lincoln Land Community College,IL,5573.0
Lincoln College of Technology-Melrose Park,IL,717.0
Loyola University Chicago,IL,10042.0
Lutheran School of Theology at Chicago,IL,
Trinity College of Nursing & Health Sciences,IL,203.0
CET-Chicago,IL,151.0
Steven Papageorge Hair Academy,IL,64.0
MacCormac College,IL,183.0
MacMurray College,IL,546.0
McCormick Theological Seminary,IL,
McHenry County College,IL,4548.0
McKendree University,IL,2452.0
Meadville Lombard Theological School,IL,
Methodist College,IL,595.0
Midstate College,IL,510.0
Millikin University,IL,2082.0
Monmouth College,IL,1281.0
Moody Bible Institute,IL,3139.0
Moraine Valley Community College,IL,11460.0
Morrison Institute of Technology,IL,85.0
Morton College,IL,2747.0
Mr John's School of Cosmetology Esthetics & Nails-Decatur,IL,66.0
National Louis University,IL,1307.0
National University of Health Sciences,IL,67.0
Niles School of Cosmetology,IL,53.0
North Central College,IL,2685.0
North Park University,IL,2181.0
Northern Baptist Theological Seminary,IL,
Northern Illinois University,IL,15391.0
Northwestern College-Chicago Campus,IL,334.0
Northwestern University,IL,8725.0
Northeastern Illinois University,IL,8284.0
Oakton Community College,IL,9932.0
Oehrlein School of Cosmetology,IL,61.0
Olivet Nazarene University,IL,3504.0
Parkland College,IL,7232.0
Pivot Point Academy-Evanston,IL,138.0
Prairie State College,IL,4188.0
Professional's Choice Hair Design Academy,IL,61.0
Quincy University,IL,1075.0
Vatterott College-Quincy,IL,140.0
The Illinois Institute of Art-Chicago,IL,1807.0
Rend Lake College,IL,1836.0
Richland Community College,IL,2554.0
Robert Morris University Illinois,IL,2778.0
Rock Valley College,IL,6937.0
Madison Media Institute-Rockford Career College,IL,432.0
Rockford University,IL,1017.0
Roosevelt University,IL,3727.0
Dominican University,IL,2149.0
Rush University,IL,137.0
Saint Francis Medical Center College of Nursing,IL,401.0
University of St Francis,IL,1732.0
St. John's College-Department of Nursing,IL,119.0
Saint Xavier University,IL,2940.0
University of Illinois at Springfield,IL,2969.0
Sauk Valley Community College,IL,1704.0
Shawnee Community College,IL,1336.0
Shimer College,IL,74.0
Saint Augustine College,IL,1486.0
University of Saint Mary of the Lake,IL,
Southeastern Illinois College,IL,1104.0
National Latino Education Institute,IL,95.0
Spertus College,IL,
Spoon River College,IL,1160.0
Saint Anthony College of Nursing,IL,232.0
Educators of Beauty College of Cosmetology-Sterling,IL,43.0
Southern Illinois University-Carbondale,IL,13171.0
Southern Illinois University-Edwardsville,IL,11371.0
Taylor Business Institute,IL,98.0
Telshe Yeshiva-Chicago,IL,67.0
South Suburban College,IL,3873.0
Tri-County Beauty Academy,IL,19.0
Trinity Christian College,IL,1237.0
Trinity International University-Illinois,IL,857.0
Triton College,IL,9366.0
University of Spa & Cosmetology Arts,IL,158.0
VanderCook College of Music,IL,108.0
Waubonsee Community College,IL,7829.0
Resurrection University,IL,406.0
Western Illinois University,IL,9645.0
Wheaton College,IL,2402.0
William Rainey Harper College,IL,11636.0
Ancilla College,IN,378.0
Anderson University,IN,1831.0
Apex Academy of Hair Design Inc,IN,14.0
Ball State University,IN,15895.0
Bethel College-Indiana,IN,1520.0
Butler University,IN,4013.0
Calumet College of Saint Joseph,IN,870.0
Christian Theological Seminary,IN,
College of Court Reporting Inc,IN,209.0
Concordia Theological Seminary,IN,
Tricoci University of Beauty Culture-Highland,IN,223.0
